,pm,stator_tooth,stator_yoke,stator_winding
20197,0.90399843,0.70646024,-0.021811558,1.2235403
20198,0.8991875,0.7038157,-0.02227412,1.2190733
20199,0.89598924,0.70244753,-0.022201916,1.2166334
20200,0.91353977,0.7106576,-0.016573977,1.2252154
20201,0.910051,0.7097737,-0.0149202235,1.2223253
20202,0.9024748,0.7052243,-0.015960088,1.2149028
20203,0.89649886,0.70233434,-0.016312214,1.2103028
20204,0.89597917,0.7043012,-0.014496291,1.2131821
20205,0.89411694,0.7044986,-0.01392203,1.2136035
20206,0.9600142,0.75257844,0.016120985,1.2826599
20207,1.0177948,0.7805195,0.034774672,1.3151071
20208,1.0519806,0.8019153,0.05111731,1.3400606
20209,1.072636,0.8198253,0.0648451,1.3613954
20210,1.0831032,0.8341048,0.07557596,1.3792578
20211,1.0949992,0.84923375,0.08737953,1.3972408
20212,1.1089119,0.8606651,0.096788585,1.4086348
20213,1.1332338,0.8735957,0.106025554,1.4216921
20214,1.1318253,0.87301356,0.10617386,1.4202602
20215,1.1275561,0.87196594,0.104797885,1.4203174
20216,1.1251034,0.8703668,0.10395225,1.4181848
20217,1.121867,0.8685747,0.10309976,1.4157982
20218,1.121514,0.8687441,0.10351237,1.4158838
20219,1.1352363,0.8756115,0.10777167,1.4242028
20220,1.1219603,0.86685663,0.102233335,1.4139426
20221,1.1118383,0.8599523,0.098526366,1.4052014
20222,1.1079818,0.85937786,0.0985805,1.405036
20223,1.1023273,0.85407877,0.09583552,1.3976306
20224,1.1009586,0.85285515,0.09598593,1.3951408
20225,1.1207373,0.863292,0.102936216,1.4064804
20226,1.1168693,0.86285573,0.10175808,1.4075906
20227,1.1109647,0.8600338,0.09812401,1.4064922
20228,1.1111573,0.86335254,0.09919167,1.4124916
20229,1.1092635,0.86140287,0.096876785,1.4109018
20230,1.1071384,0.858094,0.09438436,1.4065111
20231,1.128789,0.869508,0.10096336,1.4200636
20232,1.1212343,0.8649033,0.09693723,1.4158719
20233,1.1153331,0.86100537,0.09371215,1.4120038
20234,1.1097974,0.85719025,0.09085645,1.4078357
20235,1.106236,0.8549651,0.0891566,1.4055359
20236,1.1048119,0.8551051,0.08902544,1.4063445
20237,1.1184206,0.85985863,0.09248191,1.4102368
20238,1.1196452,0.86248946,0.09414048,1.4141259
20239,1.1173168,0.86241543,0.095087446,1.4136113
20240,1.1057917,0.8513477,0.087966815,1.3994176
20241,1.0936651,0.8398036,0.08087135,1.3841281
20242,1.0868238,0.83254623,0.076364055,1.3744444
20243,1.056427,0.8038229,0.053816114,1.3404751
20244,1.03742,0.79078364,0.044116393,1.3249093
20245,1.0187567,0.77993387,0.035446495,1.3128929
20246,1.0356565,0.78970057,0.04166674,1.3254771
20247,1.0140003,0.77756214,0.031533793,1.312467
20248,1.0062933,0.7731728,0.027252043,1.3083732
20249,1.0006427,0.7702939,0.02372826,1.3062109
20250,0.99361384,0.7672986,0.019658918,1.3034475
20251,0.9683638,0.75292945,0.0089340545,1.2854781
20252,0.9491633,0.74114347,0.0007006265,1.2696624
20253,0.93785936,0.7312584,-0.00668481,1.2571671
20254,0.9294085,0.72393584,-0.011520337,1.2473208
20255,0.9256189,0.7198945,-0.013938883,1.2413194
20256,0.94033056,0.7265941,-0.009424826,1.2481755
20257,0.9298403,0.7185336,-0.014306564,1.23723
20258,0.9237349,0.71403694,-0.016329331,1.2304239
20259,0.9147555,0.70817375,-0.018375464,1.2212379
20260,0.9092983,0.703952,-0.01887647,1.2133207
20261,0.90745884,0.70472556,-0.01656435,1.2132417
20262,0.9207823,0.7108138,-0.011767341,1.2187326
20263,0.91646755,0.7092819,-0.011644095,1.2162309
20264,0.9097187,0.70599526,-0.013221798,1.2121067
20265,0.90627104,0.7036281,-0.014728555,1.2091898
20266,0.9048784,0.70284206,-0.015506849,1.2085688
20267,0.90497446,0.7026402,-0.016510215,1.2091069
20268,0.9240862,0.7128698,-0.011557668,1.2224742
20269,0.9256036,0.71565616,-0.011647414,1.2287831
20270,0.92879665,0.71983486,-0.010494744,1.2365229
20271,0.9267761,0.71844417,-0.012492444,1.2359018
20272,0.9265999,0.7178906,-0.013716711,1.2360368
20273,0.9288059,0.72030663,-0.013072038,1.2405003
20274,0.974958,0.75432366,0.007855434,1.2877138
20275,1.0349436,0.78509575,0.030469261,1.3253129
20276,1.0717226,0.80895174,0.050468013,1.3516029
20277,1.0997665,0.8355386,0.073099025,1.3813866
20278,1.1103601,0.85039365,0.086093664,1.3980038
20279,1.1156732,0.8579375,0.09391712,1.404932
20280,1.1246578,0.86303705,0.09897207,1.408805
20281,1.1328032,0.8664567,0.10199803,1.4115559
20282,1.1276051,0.86461556,0.10164514,1.4092281
20283,1.120761,0.8601505,0.0994984,1.4032695
20284,1.1116275,0.8518684,0.09399532,1.3929487
20285,1.1082594,0.84845966,0.09135746,1.3889672
20286,1.1021835,0.8418046,0.08534858,1.3820503
20287,1.116643,0.846696,0.08649208,1.3886716
20288,1.1101108,0.84202474,0.0819255,1.3845468
20289,1.076251,0.8134068,0.058079816,1.3530064
20290,1.046453,0.7937265,0.041293606,1.3324478
20291,1.0198048,0.7782189,0.028107485,1.3156834
20292,1.0017724,0.76950026,0.020230876,1.3069546
20293,1.0069126,0.7720032,0.020240622,1.3099421
20294,0.98199457,0.7595439,0.011165829,1.2949486
20295,0.96300447,0.7477042,0.0031134523,1.278753
20296,0.9509891,0.73770857,-0.0025513805,1.2643265
20297,0.9438172,0.73023283,-0.00667781,1.253061
20298,0.9383743,0.7246728,-0.0093372855,1.2442241
20299,0.951763,0.72955865,-0.0047848597,1.247242
20300,0.94322383,0.72625595,-0.004781302,1.2418718
20301,0.9347334,0.7226102,-0.0053012986,1.2361833
20302,0.92759764,0.7200037,-0.005470386,1.2320929
20303,0.9213861,0.71438754,-0.007943679,1.2230371
20304,0.9196178,0.71332175,-0.008329986,1.2214732
20305,0.9357728,0.72029245,-0.004190443,1.2290075
20306,0.93983287,0.7286547,0.00033839047,1.2431079
20307,0.9460672,0.7348681,0.0037875213,1.2533877
20308,1.0089178,0.7716373,0.02714136,1.3037878
20309,1.0668294,0.8052192,0.052321043,1.3425461
20310,1.0977733,0.83019817,0.07233068,1.3707516
20311,1.1364002,0.8617213,0.09526707,1.407418
20312,1.1455317,0.873685,0.104391016,1.4217812
20313,1.1483052,0.8761264,0.107053064,1.423225
20314,1.1426891,0.8739935,0.10507871,1.4218941
20315,1.1377604,0.8699136,0.10161291,1.417857
20316,1.1318643,0.86577004,0.0983875,1.4135895
20317,1.137983,0.8689319,0.10048754,1.4171798
20318,1.1440268,0.8733333,0.10363439,1.422408
20319,1.1384827,0.8708456,0.1028087,1.4190878
20320,1.1331997,0.867011,0.10207029,1.4125676
20321,1.1372658,0.86963046,0.10602273,1.4131544
20322,1.1385423,0.87152696,0.108998455,1.4138033
20323,1.1408103,0.87092257,0.10993537,1.4108443
20324,1.1650724,0.88731885,0.12173302,1.4293082
20325,1.1590225,0.8857356,0.12073936,1.4281552
20326,1.1522398,0.88163114,0.1179994,1.4234257
20327,1.1434966,0.8745862,0.11156832,1.4166782
20328,1.1344817,0.8671407,0.10447963,1.4097313
20329,1.132662,0.8655553,0.10161017,1.409631
20330,1.1469116,0.87301636,0.10488456,1.4196193
20331,1.1409909,0.87036145,0.101828925,1.4183394
20332,1.1335475,0.8647263,0.097057566,1.4126449
20333,1.1271338,0.8597845,0.092958465,1.4075574
20334,1.1259619,0.8589421,0.091607444,1.4074835
20335,1.1214327,0.85200286,0.08606049,1.3990674
20336,1.1244489,0.84332275,0.07780905,1.3880664
20337,1.1056437,0.8285275,0.06554247,1.3722243
20338,1.0840294,0.81365097,0.054644797,1.3550917
20339,1.046842,0.79119873,0.03821572,1.3290601
20340,1.0123546,0.773817,0.026606973,1.3077794
20341,0.99269223,0.76410747,0.021479221,1.2950629
20342,1.0006341,0.76602477,0.02401136,1.2945144
20343,0.9854628,0.7590865,0.020586137,1.2849776
20344,0.97967523,0.7559686,0.019095536,1.2806362
20345,0.9841731,0.75802076,0.020124154,1.2843727
20346,1.0092736,0.77228266,0.028437914,1.3032116
20347,1.0143983,0.77445024,0.0287897,1.3066974
20348,1.0554034,0.7915491,0.03937945,1.3260611
20349,1.0673599,0.79954594,0.04462459,1.3369508
20350,1.0517124,0.7933132,0.03878902,1.3314619
20351,1.0459734,0.7894181,0.03493464,1.3280644
20352,1.0591037,0.79595923,0.039972663,1.3354759
20353,1.0858325,0.81323695,0.05382197,1.3544744
20354,1.1217693,0.8378519,0.07254471,1.3819032
20355,1.135751,0.85255134,0.08391208,1.3996317
20356,1.14365,0.8665552,0.09562915,1.4162785
20357,1.1477913,0.87485474,0.10309526,1.4255556
20358,1.1513133,0.8786517,0.107640095,1.4280676
20359,1.1568353,0.8821734,0.11299304,1.4286008
20360,1.1670842,0.88804203,0.12001496,1.4314188
20361,1.1911793,0.90096515,0.13047883,1.4439143
20362,1.1878802,0.898993,0.132475,1.437414
20363,1.1843549,0.8990938,0.13489395,1.4352472
20364,1.1840252,0.8984553,0.1361882,1.4321859
20365,1.1844823,0.89778197,0.13635537,1.4299762
20366,1.1838101,0.8965076,0.13533966,1.4279785
20367,1.2029665,0.90268135,0.13802949,1.4343288
20368,1.19673,0.8994659,0.13525808,1.4312304
20369,1.1932673,0.8967811,0.13255426,1.4285144
20370,1.1901352,0.8950284,0.13046248,1.4272654
20371,1.1892155,0.8938558,0.128919,1.426191
20372,1.1865438,0.89221185,0.1274257,1.4241557
20373,1.2056314,0.89919937,0.13142893,1.431186
20374,1.1987184,0.8964009,0.12926677,1.4287312
20375,1.1920744,0.8934667,0.12715074,1.4258641
20376,1.1876378,0.89129835,0.1258831,1.4234834
20377,1.188283,0.892109,0.12679127,1.4244392
20378,1.188498,0.8935351,0.12856176,1.425979
20379,1.1622264,0.88642883,0.12508292,1.4199378
20380,1.2012411,0.9002171,0.13486116,1.4319525
20381,1.1958463,0.8990033,0.13476837,1.4310113
20382,1.1899717,0.897816,0.13497724,1.4297891
20383,1.1887481,0.89871633,0.1364004,1.4310385
20384,1.1855494,0.8970896,0.13599184,1.4287266
20385,1.2056518,0.9047258,0.14124879,1.4357762
20386,1.1988858,0.9015595,0.138965,1.4322171
20387,1.1940452,0.89933604,0.13649918,1.4305667
20388,1.1902814,0.8965609,0.13342373,1.4281899
20389,1.1888454,0.8941808,0.13058142,1.4260614
20390,1.1905476,0.89444,0.12954049,1.4272344
20391,1.205492,0.89773893,0.13100763,1.4295944
20392,1.2061737,0.8991072,0.1309983,1.4323807
20393,1.2011555,0.89731246,0.12909494,1.431544
20394,1.1968387,0.8946036,0.12635964,1.4296045
20395,1.195119,0.8935031,0.12481649,1.4294491
20396,1.1950805,0.89389545,0.12462051,1.4310513
20397,1.2002325,0.8967283,0.12609954,1.4354
20398,1.2075629,0.9009906,0.12901524,1.4410639
20399,1.1959327,0.89700264,0.1266109,1.4378798
20400,1.1873803,0.8957819,0.12656172,1.437223
20401,1.1800658,0.89300793,0.12558182,1.4338142
20402,1.1726061,0.8888548,0.12315139,1.429273
20403,1.1648897,0.8831464,0.119373545,1.4228365
20404,1.1728922,0.8850235,0.120370984,1.424504
20405,1.1599139,0.87760085,0.1145183,1.4172115
20406,1.1507556,0.87034523,0.108803324,1.4091185
20407,1.1456499,0.8667829,0.10476378,1.4066654
20408,1.1426703,0.86402327,0.100581564,1.4057276
20409,1.1417167,0.8622003,0.09757916,1.4050162
20410,1.1604608,0.87185204,0.10203077,1.4177452
20411,1.1551366,0.87140983,0.101056345,1.4188408
20412,1.152949,0.87131387,0.10060227,1.4194317
20413,1.1507307,0.8694327,0.09939285,1.4168448
20414,1.1559767,0.8753991,0.10353288,1.4244139
20415,1.1583331,0.87740535,0.10516833,1.426488
20416,1.188997,0.8915422,0.11588465,1.4396152
20417,1.1886202,0.89370245,0.11893316,1.4409099
20418,1.180778,0.8901376,0.11763048,1.4361575
20419,1.1733955,0.88789237,0.11671107,1.4340862
20420,1.1670403,0.8839633,0.11469217,1.4291639
20421,1.1596847,0.87714314,0.11107518,1.4196894
20422,1.1712906,0.88045573,0.11338727,1.422441
20423,1.1534791,0.8676937,0.10449282,1.4078132
20424,1.1455876,0.8620121,0.100715116,1.400962
20425,1.1403283,0.8566778,0.096700594,1.394488
20426,1.1393965,0.85593766,0.09540715,1.3943403
20427,1.1424241,0.85914767,0.09689082,1.3991053
20428,1.1680207,0.87589276,0.107132584,1.4197063
20429,1.1736517,0.8865824,0.114496365,1.4339052
20430,1.1799682,0.8918161,0.118391134,1.439537
20431,1.1837146,0.89261764,0.11939236,1.43894
20432,1.187536,0.8949884,0.12145294,1.4407082
20433,1.192996,0.89554346,0.12220763,1.4398465
20434,1.2104297,0.9004979,0.12657338,1.4420795
20435,1.2163363,0.90428454,0.13013624,1.4443986
20436,1.2121723,0.9028353,0.13041124,1.4411075
20437,1.20837,0.9011252,0.13073836,1.4373997
20438,1.2072275,0.90150213,0.1322661,1.4366765
20439,1.2078152,0.9025542,0.13498855,1.4359334
20440,1.2111108,0.90425134,0.13817677,1.4355843
20441,1.2230207,0.9097367,0.14324367,1.4398823
20442,1.2152448,0.90708005,0.1426535,1.4362725
20443,1.2114887,0.9060394,0.14350611,1.4340383
20444,1.208453,0.9043543,0.14310722,1.431372
20445,1.210299,0.9060271,0.14446814,1.4333231
20446,1.208973,0.90478706,0.14230853,1.4330186
20447,1.2243524,0.91034687,0.14335203,1.4410074
20448,1.2176809,0.90757704,0.13904281,1.4410589
20449,1.2127864,0.90459454,0.13474031,1.4404562
20450,1.208489,0.90176314,0.13125555,1.4391758
20451,1.2058187,0.90006787,0.12853524,1.4395063
20452,1.2037296,0.8983182,0.12565711,1.4398746
20453,1.2150384,0.9047923,0.12807488,1.4494597
20454,1.2018234,0.8995116,0.12354251,1.4454232
20455,1.1926115,0.8941232,0.119279236,1.4402381
20456,1.1888053,0.89273524,0.11786496,1.4396695
20457,1.1844139,0.890393,0.11662712,1.436907
20458,1.18173,0.88905936,0.11652886,1.4348385
20459,1.195832,0.8968534,0.12214163,1.4435155
20460,1.1870978,0.8942894,0.12181022,1.440121
20461,1.178965,0.8905382,0.120643675,1.4350026
20462,1.1747987,0.8878368,0.1197566,1.4310703
20463,1.169979,0.88316226,0.1175156,1.424151
20464,1.1659627,0.8778348,0.11405003,1.4168667
20465,1.1812552,0.88590384,0.11862363,1.4266843
20466,1.1722982,0.8795972,0.113092385,1.4205528
20467,1.1637493,0.87316406,0.10758202,1.4138567
20468,1.1660391,0.87591386,0.10821543,1.4186289
20469,1.1666589,0.8757087,0.10770758,1.4181519
20470,1.1770408,0.88326645,0.11263571,1.4271382
20471,1.2089539,0.8985792,0.12316209,1.4427853
20472,1.2083524,0.8994721,0.12431923,1.443113
20473,1.2040055,0.89707613,0.12292907,1.440053
20474,1.2030157,0.89587903,0.122192,1.4383316
20475,1.203395,0.8967693,0.12256312,1.4398456
20476,1.2002084,0.8949351,0.121517956,1.437573
20477,1.2062466,0.8962418,0.12255244,1.438184
20478,1.200557,0.8953373,0.12203875,1.438459
20479,1.1922662,0.8914449,0.12024725,1.4336984
20480,1.1876929,0.8911625,0.12058729,1.4338957
20481,1.1803026,0.8876812,0.1191122,1.4296049
20482,1.1684353,0.87798214,0.11307045,1.4173588
20483,1.1656514,0.87488735,0.11095785,1.4135947
20484,1.1648842,0.87037927,0.1069921,1.408324
20485,1.1364827,0.84044135,0.08429111,1.3725717
20486,1.0978906,0.81041527,0.059566747,1.3395945
20487,1.0672097,0.79007465,0.04015017,1.3199313
20488,1.0418278,0.7797174,0.030337568,1.3103913
20489,1.0166893,0.7666493,0.019696977,1.2960961
20490,1.0274312,0.7722254,0.021558983,1.3033683
20491,1.0150758,0.76649255,0.016474111,1.2968554
20492,1.0003496,0.7586158,0.01035838,1.2866964
20493,0.99863976,0.7565236,0.007952778,1.2846674
20494,0.99744254,0.75533825,0.0068188496,1.2832927
20495,0.9937211,0.75033206,0.0036608484,1.2759715
20496,1.0095556,0.75832295,0.009382414,1.2843332
20497,0.99963635,0.7518712,0.0067294687,1.2747227
20498,0.9901453,0.74631876,0.0049299747,1.2662215
20499,0.9849543,0.74235797,0.003935123,1.2593973
20500,0.9810748,0.7413738,0.005037755,1.2570313
20501,0.97350883,0.7359692,0.0028457511,1.248478
20502,0.98559505,0.7428153,0.008339863,1.2551756
20503,1.0036434,0.7621061,0.022383386,1.2834387
20504,1.0052065,0.76284635,0.02337395,1.285234
20505,1.0052755,0.7623985,0.02323047,1.2846992
20506,0.998669,0.75853395,0.019284328,1.2801807
20507,0.9956608,0.75727296,0.01667046,1.2795858
20508,1.0096215,0.7619518,0.017411137,1.2850451
20509,1.0010183,0.75671315,0.012335613,1.2799768
20510,0.99434686,0.749548,0.0062497724,1.2713329
20511,0.9966515,0.75252944,0.0070587974,1.2767608
20512,0.99927014,0.75413823,0.0072522312,1.279591
20513,0.99822915,0.7531507,0.0060751177,1.2788016
20514,1.0177904,0.76447666,0.012575604,1.2931596
20515,1.0124843,0.7632489,0.01184451,1.2924328
20516,1.0090268,0.76137155,0.010957517,1.2899448
20517,1.0077058,0.7612446,0.011812178,1.2892568
20518,1.0397626,0.7790736,0.025853753,1.3120884
20519,1.0750916,0.7953949,0.04003129,1.3292875
20520,1.1214688,0.818583,0.05868642,1.3529859
20521,1.1186001,0.8194538,0.06150833,1.3527993
20522,1.1236296,0.8253874,0.06902911,1.3576068
20523,1.1300538,0.83210975,0.076531574,1.3639027
20524,1.1338449,0.83519524,0.07950889,1.3669482
20525,1.1397427,0.8388438,0.0815091,1.3715113
20526,1.1602125,0.8554034,0.092106946,1.392144
20527,1.177084,0.87371236,0.1051234,1.4152048
20528,1.1895686,0.88963497,0.11718909,1.4342833
20529,1.2048419,0.8974237,0.12325181,1.4412723
20530,1.2102209,0.89884734,0.12492211,1.4407239
20531,1.2129239,0.90014136,0.12549119,1.4422026
20532,1.2160611,0.90136456,0.12596881,1.4436947
20533,1.2304318,0.90827566,0.12999822,1.4517448
20534,1.2261548,0.9055164,0.12835842,1.448237
20535,1.2246113,0.90377903,0.12739433,1.4456846
20536,1.2245908,0.90353173,0.12727417,1.4452442
20537,1.2242384,0.9031534,0.12762947,1.4441028
20538,1.2211292,0.90283,0.12809637,1.4436042
20539,1.2337584,0.91016686,0.13337982,1.4517628
20540,1.222399,0.9065111,0.13176773,1.448016
20541,1.2111676,0.90067106,0.12849775,1.4413393
20542,1.1969761,0.8920289,0.12326217,1.4310881
20543,1.1896577,0.8873431,0.11994624,1.4261918
20544,1.1766145,0.8776293,0.11261746,1.4154876
20545,1.1791458,0.8736006,0.10810762,1.4111426
20546,1.1726077,0.8697491,0.10424714,1.4081359
20547,1.1735251,0.87099594,0.104271635,1.4105301
20548,1.1731148,0.87082434,0.10325549,1.4110847
20549,1.1739008,0.87202334,0.10313,1.4135265
20550,1.1742823,0.873659,0.10359321,1.4164393
20551,1.1954728,0.88602126,0.11136457,1.4308952
20552,1.1930546,0.8855841,0.110905245,1.4307531
20553,1.1927527,0.88557845,0.11066954,1.4309754
20554,1.1925225,0.8844731,0.11001713,1.4291488
20555,1.1911856,0.88422465,0.109869555,1.4290863
20556,1.186693,0.88262326,0.10884652,1.4276745
20557,1.2008991,0.8884526,0.11268183,1.43357
20558,1.1923974,0.8847374,0.111040495,1.4289806
20559,1.187408,0.8821467,0.11062303,1.424864
20560,1.1839216,0.8788456,0.10990134,1.4191669
20561,1.182069,0.87810147,0.11062005,1.4173012
20562,1.1803448,0.8772146,0.110954374,1.4154558
20563,1.2048383,0.8922121,0.122970484,1.4304762
20564,1.2112602,0.8991131,0.12938043,1.4373744
20565,1.2158407,0.901283,0.13148236,1.4385817
20566,1.2213978,0.90396786,0.13321899,1.4411463
20567,1.2219269,0.90349126,0.13167518,1.441472
20568,1.2175397,0.8993044,0.12756199,1.4373183
20569,1.2316909,0.903509,0.12904124,1.4420437
20570,1.2273637,0.90235174,0.12703171,1.442526
20571,1.2197734,0.8976959,0.12262137,1.43861
20572,1.2132864,0.8935833,0.118683875,1.4352275
20573,1.2034366,0.88803554,0.11389956,1.430278
20574,1.1945978,0.8834124,0.10980012,1.4264582
20575,1.198739,0.88535154,0.11047207,1.4293075
20576,1.1998146,0.8860353,0.11092708,1.4301916
20577,1.1940806,0.88336134,0.10960448,1.4269661
20578,1.1883873,0.87887776,0.10701928,1.4211704
20579,1.1812141,0.87181926,0.10357528,1.4107854
20580,1.1769528,0.86859983,0.10262938,1.40573
20581,1.1714218,0.8635068,0.10024216,1.3982831
20582,1.1798401,0.86580527,0.10248414,1.3993053
20583,1.1747482,0.8623204,0.10096406,1.3942367
20584,1.1730129,0.8619229,0.101340994,1.3932604
20585,1.1738982,0.8639205,0.102211535,1.3966337
20586,1.1665318,0.85530716,0.09427205,1.3876153
20587,1.1482711,0.83495504,0.076531515,1.3650925
20588,1.150248,0.832631,0.07158294,1.3643594
20589,1.1228108,0.81415683,0.054812416,1.3464091
20590,1.0998341,0.7999432,0.041883517,1.3323013
20591,1.0933448,0.79773724,0.03879019,1.3314998
20592,1.1051183,0.8049178,0.044555303,1.3397759
20593,1.1272016,0.8190931,0.05624265,1.3550458
20594,1.1645982,0.84091955,0.07309285,1.3780259
20595,1.170784,0.851843,0.082536496,1.3911037
20596,1.1755,0.859288,0.089013785,1.3997823
20597,1.1785429,0.86347723,0.09358109,1.4034016
20598,1.1824738,0.8714672,0.10132988,1.4119487
20599,1.1907997,0.8811923,0.11081311,1.4214305
20600,1.2172647,0.8962607,0.12373676,1.435235
20601,1.2232423,0.9006599,0.12962532,1.4372371
20602,1.2269629,0.90259266,0.13318682,1.4367607
20603,1.2294191,0.90409225,0.1355058,1.4370946
20604,1.2282827,0.90327966,0.13552766,1.4354277
20605,1.228342,0.9033817,0.13574295,1.4349649
20606,1.2471594,0.911087,0.14038591,1.4426742
20607,1.2453585,0.91031605,0.13931699,1.44192
20608,1.2446301,0.9082272,0.13749851,1.4387726
20609,1.2467116,0.90932304,0.13716336,1.4409833
20610,1.2450585,0.90844256,0.1357881,1.4405316
20611,1.2442057,0.90770084,0.13490088,1.4396585
20612,1.26461,0.914983,0.13940051,1.4463271
20613,1.2565333,0.90959466,0.13635331,1.438841
20614,1.2550871,0.9083393,0.13578354,1.4366255
20615,1.2544322,0.90846515,0.13611409,1.436661
20616,1.2523186,0.90891314,0.13659862,1.4377997
20617,1.2470951,0.90689814,0.13554895,1.4359107
20618,1.2639974,0.91344637,0.14006354,1.4425842
20619,1.254792,0.9118388,0.13961065,1.4422283
20620,1.248834,0.9114058,0.13997643,1.44274
20621,1.2432525,0.91116965,0.14056683,1.4432597
20622,1.2370698,0.9081572,0.13915035,1.4399327
20623,1.229637,0.9040723,0.13667218,1.4356174
20624,1.2420919,0.90695107,0.13808846,1.4379462
20625,1.2369584,0.9048704,0.13564418,1.4369853
20626,1.2285308,0.8993708,0.13067244,1.431773
20627,1.2206137,0.89583325,0.12609014,1.430551
20628,1.213594,0.89267015,0.121752396,1.429834
20629,1.2046859,0.8876986,0.11674596,1.4260858
20630,1.2105563,0.8890431,0.11597309,1.4287543
20631,1.2131414,0.8902633,0.115328826,1.431749
20632,1.206284,0.8859339,0.11139315,1.427845
20633,1.1924789,0.874877,0.1020761,1.4165267
20634,1.1880798,0.8713339,0.09864746,1.4134334
20635,1.1869867,0.87218314,0.09972803,1.4143606
20636,1.1887405,0.87322265,0.10111615,1.4148204
20637,1.1997883,0.8788464,0.10553034,1.4203523
20638,1.1954167,0.8762094,0.10512322,1.4158539
20639,1.1910441,0.8724365,0.10383032,1.4098452
20640,1.1870587,0.8696945,0.1034193,1.4050705
20641,1.1823448,0.86681235,0.102807514,1.4004089
20642,1.1758852,0.8613941,0.09991955,1.3929654
20643,1.1847583,0.8626341,0.1004947,1.3932958
20644,1.169993,0.84754646,0.088745855,1.3754294
20645,1.1491196,0.83101475,0.074684285,1.3578191
20646,1.1294906,0.8187692,0.06267958,1.3471594
20647,1.1122375,0.8062494,0.051274337,1.3346261
20648,1.0951645,0.795737,0.04148024,1.3243613
20649,1.0998368,0.7983807,0.04061141,1.329091
20650,1.0790771,0.7882869,0.031667177,1.3192325
20651,1.0604458,0.77709985,0.02220011,1.3069032
20652,1.0449076,0.77045226,0.01617503,1.299947
20653,1.0305986,0.7615556,0.009365672,1.2878067
20654,1.0232564,0.7560446,0.005367087,1.2802179
20655,1.0396982,0.7628195,0.009484531,1.287139
20656,1.0329988,0.75853205,0.0071107186,1.2813292
20657,1.0305604,0.7569311,0.006937105,1.2783387
20658,1.0234221,0.7533108,0.0063889474,1.2722335
20659,1.0147455,0.7485292,0.004852582,1.2648512
20660,1.0047868,0.74268967,0.0033075102,1.2552767
20661,1.0148872,0.74750483,0.007828739,1.2587442
20662,1.0096667,0.74670196,0.008481955,1.2575142
20663,1.0092328,0.7473606,0.009488711,1.2585366
20664,1.0059739,0.7462082,0.008972103,1.2572348
20665,1.0030253,0.74444115,0.007413132,1.2555115
20666,1.0004431,0.741661,0.0046832543,1.252445
20667,1.0166512,0.74779475,0.0068389177,1.2601521
20668,1.0133201,0.7447431,0.003621282,1.2573575
20669,1.0112115,0.74136317,-0.00028060377,1.2541511
20670,1.0109707,0.7406708,-0.002252927,1.2547774
20671,1.0092049,0.73957896,-0.0039118286,1.2545081
20672,1.0097864,0.73954195,-0.004712904,1.2551551
20673,1.0305972,0.7496754,0.0009493157,1.2673438
20674,1.0244563,0.746283,-0.0013654418,1.2635063
20675,1.0216668,0.7449704,-0.00211717,1.2619867
20676,1.0182945,0.74350643,-0.0024927203,1.2598357
20677,1.0132037,0.7427839,-0.0013353676,1.2582477
20678,1.0096819,0.7427304,0.00041435845,1.2571858
20679,1.0211447,0.74829984,0.005435992,1.2616291
20680,1.0172927,0.7480749,0.0072199237,1.2601888
20681,1.0113033,0.74496555,0.006422341,1.2551535
20682,1.0086279,0.74410915,0.0068208296,1.2532625
20683,1.0036336,0.7418427,0.0059642885,1.2500829
20684,1.0029472,0.7428388,0.0067779366,1.2517967
20685,1.0102142,0.74601245,0.008416509,1.2555685
20686,1.019204,0.7504703,0.010044511,1.2621644
20687,1.0183359,0.7489206,0.0077325907,1.2613943
20688,1.0178713,0.7479588,0.005815318,1.2613932
20689,1.0147222,0.7457465,0.0031087454,1.2600023
20690,1.0152545,0.74571824,0.0018963628,1.2611538
20691,1.0200945,0.7464712,0.0011185165,1.2624292
20692,1.0370418,0.7558656,0.0062411074,1.2745699
20693,1.0323495,0.75266916,0.0036288612,1.2711344
20694,1.0272781,0.7499491,0.0014440343,1.2684757
20695,1.0308232,0.75533557,0.0049008224,1.276689
20696,1.0258063,0.7532227,0.0042594783,1.2737169
20697,1.0186865,0.74731934,0.0014255363,1.2646291
20698,1.033411,0.7567551,0.008750785,1.2749814
20699,1.0254004,0.7528449,0.007931497,1.2687304
20700,1.015286,0.7472744,0.0063170176,1.2599257
20701,1.0079288,0.7428774,0.0051903278,1.2524911
20702,0.99869007,0.7375041,0.003058359,1.2442867
20703,0.9963693,0.735037,0.0017860457,1.2403163
20704,1.0136802,0.744404,0.0072437245,1.2519087
20705,1.0117298,0.74229944,0.0052019246,1.249755
20706,1.0081264,0.740178,0.00313898,1.2480469
20707,1.0116699,0.7429296,0.003738612,1.2531998
20708,1.0087657,0.7402296,0.0006225556,1.2510304
20709,1.0105661,0.74108654,-0.00028772838,1.2536478
20710,1.0309503,0.7508012,0.004241977,1.2661921
20711,1.0279664,0.74810886,0.0014141072,1.2637175
20712,1.0268465,0.7477976,0.00048097596,1.2643733
20713,1.0236578,0.7463791,-0.0008251276,1.2633516
20714,1.0203215,0.7444581,-0.0022042282,1.2612097
20715,1.017811,0.74285567,-0.003166955,1.2591193
